SYMBOL,DESCRIPTION,cik
KOS,KOSMOS ENERGY LTD,CIK0001509991
KOSS,KOSS CORP,CIK0000056701
KBLB,KRAIG BIOCRAFT LABORATORIES IN,CIK0001413119
KHC,KRAFT HEINZ CO COM,CIK0001637459
KRO,KRONOS WORLDWIDE INC,CIK0001257640
KRON,KRONOS BIO INC,CIK0001741830
KRYS,KRYSTAL BIOTECH INC COM (USA) ,CIK0001711279
KBNT,"KUBIENT, INC.",CIK0001729750
KUKE,KUKE MUSIC HLDG LTD SPONS ADS ,CIK0001809158
KULR,KULR TECHNOLOGY GROUP INC,CIK0001662684
KURA,KURA ONCOLOGY INC COM,CIK0001422143
KRUS,KURA SUSHI USA INC CL A COM,CIK0001772177
KWE,KWESST MICRO SYS INC COM NEW (,CIK0001889823
KD,"KYNDRYL HOLDINGS, INC.",CIK0001867072
LEJU,LEJU HLDGS LTD SPON ADS EACH R,CIK0001596856
LCII,LCI INDS COM (DE),CIK0000763744
LFACW,LF CAP ACQUISITION CORP II,CIK0001851266
LI,LI AUTO INC SPONSORED ADR,CIK0001791706
LICY,LI-CYCLE HLDGS CORP (CAN),CIK0001828811
LIFD,LFTD PARTNERS INC COM (NV),CIK0001391135
LMFA,LM FDG AMER INC COM PAR $0.001,CIK0001640384
LPLA,LPL FINANCIAL HLDGS INC COM ST,CIK0001397911
LVMUY,LVMH MOET HENNESSY LOUIS VUITT,CIK0000824046
LSF,LAIRD SUPERFOOD INC (DE),CIK0001650696
LKFN,LAKELAND FINANCIAL CORPORATION,CIK0000721994
LAKE,LAKELAND INDUSTRIES INC,CIK0000798081
LRCX,LAM RESEARCH CORP,CIK0000707549
LAMR,LAMAR ADVERTISING CO CL-A COM ,CIK0001090425
LCA,LANDCADIA HLDGS IV INC CL A CO,CIK0001844642
LSTR,LANDSTAR SYSTEM INC,CIK0000853816
LTRN,LANTERN PHARMA INC,CIK0001763950
LNTH,LANTHEUS HLDGS INC COM,CIK0001521036
LGO,LARGO INC (CANADA),CIK0001400438
LVS,LAS VEGAS SANDS CORP,CIK0001300514
LTCH,LATCH INC COM,CIK0001826000
SWIM,LATHAM GROUP INC COM (DE),CIK0001833197
LSCC,LATTICE SEMICONDUCTOR CORP,CIK0000855658
EL,ESTEE LAUDER CO'S INC CL-A,CIK0001001250
LGI,LAZARD GLOBAL TOTAL RETURN AND,CIK0001278211
LAZY,LAZYDAYS HLDGS INC COM,CIK0001721741
LFLY,LEAFLY HLDGS INC,CIK0001785592
LTES,LEET TECHNOLOGY INC COM (DE),CIK0001586495
LZ,LEGALZOOM COM INC COM,CIK0001286139
LEAI,LEGACY ED ALLIANCE INC COM,CIK0001561880
LEGN,LEGEND BIOTECH CORP SPONSORED ,CIK0001801198
LDOS,LEIDOS HLDGS INC COM STK (NV) ,CIK0001336920
LMND,LEMONADE INC COM (DE),CIK0001691421
TREE,LENDINGTREE INC NEW COM,CIK0001434621
LEN,LENNAR CORP CL A COMMON,CIK0000920760
LNVGY,LENOVO GROUP LTD SPONS ADR,CIK0000932477
LEXX,LEXARIA BIOSCIENCE CORP COM PA,CIK0001348362
LXRX,LEXICON PHARMACEUTICALS INC CO,CIK0001062822
LX,LEXINFINTECH HLDGS LTD ADR (CY,CIK0001708259
LNNGY,Li Ning Company Limited Unspon,CIK0001447629
LIAN,LIANBIO SPONSORED ADS (CYM),CIK0001831283
LBCMF,LIBERO COPPER & GOLD CORP,CIK0001580110
USA,LIBERTY ALL STAR EQUITY FUND,CIK0000799195
LBRDA,LIBERTY BROADBAND CORP COM SER,CIK0001611983
LSXMK,LIBERTY MEDIA CORP DEL COM SER,CIK0001560385
LTGHY,LIFE HEALTHCARE GRP HOLDGS LTD,CIK0001569963
LWAY,LIFEWAY FOODS INC,CIK0000814586
LFMDP,LIFEMD INC PFD SER A 8.875%,CIK0000948320
LGND,LIGAND PHARMACEUTICALS INC COM,CIK0000886163
LCUT,"LIFETIME BRANDS, INC.",CIK0000874396
LITB,LIGHTINTHEBOX HLDG CO LTD SPON,CIK0001523836
LPTH,LIGHTPATH TECHNOLOGIES INC,CIK0000889971
LFST,LIFESTANCE HEALTH GROUP INC CO,CIK0001845257
ZEV,LIGHTNING EMOTORS INC,CIK0001802749
LSPD,LIGHTSPEED COMM INC SUB VTG SH,CIK0001823306
EGIO,"EDGIO, INC. COMMON STOCK",CIK0001391127
LINC,LINCOLN EDUCATIONAL SERVICES C,CIK0001286613
LNKB,LINKBANCORP INC COM,CIK0001756701
LGHL,LION GROUP HLDG LTD ADS,CIK0001806524
LEV,LION ELEC CO COM (CAN),CIK0001834974
LPCN,LIPOCINE INC COM STK (DE),CIK0001535955
LQDT,LIQUIDITY SERVICES INC COM STK,CIK0001235468
LAC,LITHIUM AMERS CORP N (CANADA) ,CIK0001440972
LISMF,LITHIUM SOUTH DEV CO (CANADA) ,CIK0001643715
LFUS,LITTELFUSE INC,CIK0000889331
LOB,LIVE OAK BANCSHARES INC COM ST,CIK0001462120
LYV,"LIVE NATION ENTERTAINMENT, INC",CIK0001335258
LTHM,LIVENT CORP COM (DE),CIK0001742924
LVO,"LIVEONE, INC. COMMON STOCK",CIK0001491419
LPSN,LIVEPERSON INC,CIK0001102993
LIZI,LIZHI INC ADR (CYM),CIK0001783407
LDI,LOANDEPOT INC CL A,CIK0001831631
LOCL,LOCAL BOUNTI CORP COM (DE),CIK0001840780
L,LOEWS CORP,CIK0000060086
LITTW,LOGISTICS INNOVATION TECH CORP,CIK0001848364
LMRMF,LOMIKO METALS INC (CANADA),CIK0001588837
LGVN,LONGEVERON INC COM,CIK0001721484
LOOP,LOOP INDS INC,CIK0001504678
RIDE,LORDSTOWN MTRS CORP COM CL A (,CIK0001759546
LOVE,LOVESAC CO COM,CIK0001701758
LCID,LUCID GROUP INC (DE),CIK0001811210
LKNCY,LUCKIN COFFEE INC ADR (CYM),CIK0001767582
LU,LUFAX HLDG LTD ADS REPSTG SHS ,CIK0001816007
LULU,LULULEMON ATHLETICA INC COM ST,CIK0001397187
LVLU,LULUS FASHION LOUNGE HLDGS INC,CIK0001780201
LL,"LL FLOORING HOLDINGS, INC.(DE)",CIK0001396033
LITE,LUMENTUM HLGDS INC COM STK,CIK0001633978
LFT,"LUMENT FINANCE TRUST, INC COM ",CIK0001547546
LAZR,LUMINAR TECHNOLOGIES INC. COM ,CIK0001758057
LYEL,LYELL IMMUNOPHARMA INC COM (DE,CIK0001806952
LYFT,LYFT INC CL A (DE),CIK0001759509
MFBP,M & F BANCORP - NEW,CIK0001094738
MTB,M AND T BANK CORP,CIK0000036270
MAIA,MAIA BIOTECHNOLOGY INC COM,CIK0001878313
MDU,MDU RESOURCES GROUP INC,CIK0000067716
MIN,MFS INTERMEDIATE INC TR SBI,CIK0000826735
MMT,MFS MULTIMARKET INCOME TR SBI ,CIK0000809173
MFM,MFS MUNICIPAL INCOME TRUST,CIK0000801961
MGF,MFS GOVT MARKETS INCOME TR,CIK0000811922
MGM,MGM RESORTS INTERNATIONAL COM ,CIK0000789570
MGPI,"MGP INGREDIENTS, INC NEW COM",CIK0000835011
MJNE,MJ HLDGS INC COM STK (NV),CIK0001456857
MP,MP MATLS CORP COM,CIK0001801368
MSCI,MSCI INC COM STK (DE),CIK0001408198
MBAC,M3-BRIGADE ACQ. II CORP CL A C,CIK0001839175
MVO,MV OIL TRUST UNITS BENE INT,CIK0001371782
MYTE,MYT NETH PARENT B V ADS (NLD) ,CIK0001831907
MAC,MACERICH COMPANY (THE),CIK0000912242
MCN,MADISON COVERED CALL & EQUITY ,CIK0001289868
MDGL,MADRIGAL PHARMACEUTICALS INC C,CIK0001157601
MAG,MAG SILVER CORP (CANADA),CIK0001230992
MMP,"MAGELLAN MIDSTREAM PARTNERS,L.",CIK0001126975
MGTA,MAGENTA THERAPEUTICS INC,CIK0001690585
MGIC,MAGIC SOFTWARE ENTERPR LTD ORD,CIK0000876779
MGA,MAGNA INTL COM,CIK0000749098
MGNI,MAGNITE INC,CIK0001595974
MHLA,MAIDEN HLDGS LTD NT (BMU),CIK0001412100
MAIN,MAIN STREET CAPITAL CORP COM S,CIK0001396440
MMD,MAINSTAY MACKAY DEFINEDTERM MU,CIK0001518557
MEGI,MAINSTAY CBRE GLOBAL INFRASTRU,CIK0001855066
MNSB,MAINSTREET BANCSHARES INC COM ,CIK0001693577
MNSBP,MAINSTREET BANCSHARES INC PFD ,CIK0001693577
MASN,MAISON LUXE INC,CIK0001486452
MBUU,MALIBU BOATS INC CL A COM STK ,CIK0001590976
MAQCW,MAQUIA CAP ACQUISITION CORP WT,CIK0001844419
MARA,MARATHON DIGITAL HLDGS INC,CIK0001507605
GATEW,MARBLEGATE ACQ.CORP RED WT EXP,CIK0001838513
MMI,MARCUS & MILLICHAP INC COM STK,CIK0001578732
MCS,MARCUS CORP (THE),CIK0000062234
HZO,MARINEMAX INC (FL),CIK0001057060
MRIN,MARIN SOFTWARE INC COM STK NEW,CIK0001389002
MARPS,MARINE PETE TRUST UBI,CIK0000062362
MRZM,MARIZYME INC,CIK0001413754
MKL,MARKEL CORPORATION(HOLDING CO),CIK0001096343
MRKR,MARKER THERAPEUTICS INC COM,CIK0001094038
MKFG,MARKFORGED HLDG CORP COM,CIK0001816613
MKTW,MARKETWISE INC CL A COM (DE),CIK0001805651
MRAI,MARPAI INC,CIK0001844392
MMC,MARSH & MCLENNAN COS INC,CIK0000062709
MAR,MARRIOTT INT'L INC(NEW) CL A,CIK0001048286
MRVL,MARVELL TECHNOLOGY INC,CIK0001835632
MASI,MASIMO CORP COM STK (DE),CIK0000937556
DOOR,MASONITE INTERNATIONAL CORPORA,CIK0000893691
MTZ,MASTEC INC.,CIK0000015615
MA,MASTERCARD INCORPORATED CL A C,CIK0001141391
MTNB,MATINAS BIOPHARMA HLDGS INC CO,CIK0001582554
MATX,"MATSON, INC COM",CIK0000003453
MTTR,MATTERPORT INC COM CL A (DE),CIK0001819394
MXL,"MAXLINEAR, INC COMMON STOCK",CIK0001288469
MXCT,MAXCYTE INC,CIK0001287098
MCK,MCKESSON CORPORATION,CIK0000927653
MCLD,MCLOUD TECHNOLOGIES CORP COM N,CIK0001756499
STKH,STEAKHOLDER FOODS LTD. AMERICA,CIK0001828098
MBNKP,MEDALLION BK SALT LAKE CITY UT,CIK0001000209
MDVL,MEDAVAIL HLDGS INC COM (NV),CIK0001402479
MDIA,MEDIACO HLDG INC CL A (IN),CIK0001784254
MAX,MEDIAALPHA INC CL A,CIK0001818383
MPW,MEDICAL PROPERTIES TRUST INC,CIK0001287865
MDNA,MEDICENNA THERAPEUTICS CORP,CIK0001807983
MRM,MEDIROM HEALTHCARE TECH INC SP,CIK0001819704
MELI,MERCADOLIBRE INC COM STK (DE) ,CIK0001099590
MBWM,MERCANTILE BANK CORP,CIK0001042729
MBIN,MERCHANTS BANCORP IND COM,CIK0001629019
MRK,MERCK & CO INC;COM USD0.01,CIK0000310158
MRCY,MERCURY SYSTEMS INC COMMON STK,CIK0001049521
MCY,MERCURY GENERAL CORPORATION,CIK0000064996
MREO,MEREO BIOPHARMA GROUP PLC ADR ,CIK0001719714
MLNK,MERIDIANLINK INC COM,CIK0001834494
MACK,MERRIMACK PHARMACEUTICALS INC ,CIK0001274792
MRSN,MERSANA THERAPEUTICS INC COM,CIK0001442836
MLAB,MESA LABORATORIES INC,CIK0000724004
MSB,MESABI TRUST CTF BEN INT.,CIK0000065172
MESO,MESOBLAST LIMITED SPONSORED AD,CIK0001345099
CASH,"PATHWARD FINANCIAL, INC. COMMO",CIK0000907471
MTA,METALLA RTY & STREAM LTD COM N,CIK0001722606
MMAT,META MATERIALS INC. COMMON STO,CIK0001431959
MEOH,METHANEX CORP (F),CIK0000886977
MCB,METROPOLITAN BK HLDG CORP,CIK0001476034
CMU,MFS HIGH YIELD MUNICIPAL TR,CIK0000809844
CIF,MFS INTERMEDIATE HIGH INCOME F,CIK0000833021
MGDDY,Michelin Compagnie Generale de,CIK0000896076
MVIS,MICROVISION INC COM (WASH),CIK0000065770
MCHP,MICROCHIP TECHNOLOGY INC,CIK0000827054
MU,MICRON TECHNOLOGY INC,CIK0000723125
MVST,MICROVAST HLDGS INC (DE),CIK0001760689
MVSTW,MICROVAST HLDGS INC WT EXP 04/,CIK0001760689
MIDD,MIDDLEBY CORP (THE),CIK0000769520
MBCN,MIDDLEFIELD BANC CORP (OHIO) C,CIK0000836147
MSEX,MIDDLESEX WATER CO,CIK0000066004
MIST,MILESTONE PHARMACEUTICALS INC ,CIK0001408443
MMTRS,MILLS MUSIC TRUST UBI,CIK0000066496
MNMD,MIND MEDICINE MINDMED INC COM ,CIK0001813814
MIND,MIND TECHNOLOGY INC,CIK0000926423
INKT,MINK THERAPEUTICS INC COM,CIK0001840229
MIR,MIRION TECHNOLOGIES INC CL A (,CIK0001809987
MIRM,MIRUM PHARMACEUTICALS INC COM ,CIK0001759425
MSSMY,MISUMI GROUP INC ADR(JPN),CIK0001710864
MTLHY,MITSUBISHI CHEMICAL GROUP CORP,CIK0001446418
MUFG,MITSUBISHI UFJ FINANCIAL GROUP,CIK0000067088
MITUY,Mitsui Chemicals Inc Unsponsor,CIK0001446420
MFG,MIZUHO FINL GRP INC SPON ADR R,CIK0001335730
MIXT,MIX TELEMATICS LTD SPONSORED A,CIK0001576914
MGAM,MOBILE GLOBAL ESPORTS INC COM ,CIK0001886362
MOB,MOBILICOM LTD ADS (AUS),CIK0001898643
MOBQ,MOBIQUITY TECHNOLOGIES INC,CIK0001084267
MODD,MODULAR MED INC COM NEW,CIK0001074871
MKDTY,MOLECULAR DATA INC SPONSORED A,CIK0001758736
MNTS,MOMENTUS INC CL A (DE),CIK0001781162
MDLZ,MONDELEZ INTL INC;COM USD0.01 ,CIK0001103982
MGI,MONEYGRAM INTERNATONAL INC,CIK0001273931
MNPR,MONOPAR THERAPEUTICS INC COM,CIK0001645469
MRCC,MONROE CAP CORP COM,CIK0001512931
MNST,MONSTER BEVERAGE CORP NEW,CIK0000865752
MNTK,MONTAUK RENEWABLES INC (DE),CIK0001826600
GLUE,MONTE ROSA THERAPEUTICS INC CO,CIK0001826457
MEG,MONTROSE ENVIRONMENTAL GROUP I,CIK0001643615
MLTX,MOONLAKE IMMUNOTHERAPEUTICS CO,CIK0001821586
MORF,MORPHIC HLDG INC COM,CIK0001679363
MOR,MORPHOSYS AG SPONSORED ADS (DE,CIK0001340243
MOS,MOSAIC COMPANY (HLDG COM) NEW ,CIK0001285785
MPAA,MOTORCAR PTS AMER INC,CIK0000918251
MSGM,MOTORSPORT GAMES INC CL A NEW ,CIK0001821175
MOTS,MOTUS GI HLDGS INC COM NEW (DE,CIK0001686850
MITQ,MOVING IMAGE TECHNOLOGIES INC ,CIK0001770236
MPLN,MULTIPLAN CORP CL A,CIK0001793229
MUSA,MURPHY USA INC COM STK (DE),CIK0001573516
OTLC,ONCOTELIC THERAPEUTICS INC,CIK0000908259
MYSZ,MY SIZE INC COM PAR $0.001(DE),CIK0001211805
MYE,MYERS INDUSTRIES INC.,CIK0000069488
MYGN,MYRIAD GENETICS INC,CIK0000899923
MYMD,MYMD PHARMACEUTICALS INC COM (,CIK0001321834
MYO,MYOMO INC COM NEW(DE),CIK0001369290
NCR,NCR CORPORATION,CIK0000070866
NIO,NIO INC ADS,CIK0001736541
NL,NL INDUSTRIES INC NEW,CIK0000072162
NMIH,NMI HLDGS INC CL A COM STK (DE,CIK0001547903
NSTS,NSTS BANCORP INC,CIK0001881592
NRG,NRG ENERGY INC,CIK0001013871
NRXP,NRX PHARMACEUTICALS INC COM (D,CIK0001719406
NRXPW,NRX PHARMACEUTICALS INC WT EXP,CIK0001719406
NOV,NOV INC COM,CIK0001021860
NAAS,NAAS TECHNOLOGY INC SPONSRED A,CIK0001712178
NANX,NAMPHASE TECHNOLOGIES CORP,CIK0000883107
NNDM,NANO DIMENSION LTD SPONSORED A,CIK0001643303
NSTG,NANOSTRING TECHNOLOGIES INC CO,CIK0001401708
NBHC,NATIONAL BK HLDGS CORP CLASS A,CIK0001475841
NKSH,NATL BANKSHARES INC VA,CIK0000796534
FIZZ,NATIONAL BEVERAGE CORP,CIK0000069891
NCMI,"NATIONAL CINEMEDIA, INC. COM S",CIK0001377630
NFG,NATIONAL FUEL GAS CO N.J.,CIK0000070145
NHI,NATL HEALTH INVESTORS INC,CIK0000877860
NTCO,NATURA &CO HLDG S A ADR (BRA) ,CIK0001776967
NGS,NATURAL GAS SERVICES GROUP,CIK0001084991
NRP,NATURAL RESOURCE PARTNERS L P ,CIK0001171486
NWG,NATWEST GROUP PLC SPONSORED AD,CIK0000844150
NAUT,NAUTILUS BIOTECHNOLOGY INC,CIK0001808805
KITT,NAUTICUS ROBOTICS INC COM(DE) ,CIK0001849820
NAVB,NAVIDEA BIOPHARMACEUTICALS INC,CIK0000810509
NCNO,NCINO INC NEW COM (DE),CIK0001902733
NKTR,NEKTAR THERAPEUTICS,CIK0000906709
NLTX,NEOLEUKIN THERAPEUTICS INC COM,CIK0001404644
NEOG,NEOGEN CORP,CIK0000711377
NEON,NEONODE INC COM PAR $0.001,CIK0000087050
NEOV,NEOVOLTA INC,CIK0001748137
NEPT,NEPTUNE WELLNESS SOLUTIONS INC,CIK0001401395
NRDY,NERDY INC CL A (DE),CIK0001819404
LSAK,"LESAKA TECHNOLOGIES, INC. COMM",CIK0001041514
NFLX,NETFLIX COM INC,CIK0001065280
NCPL,NETCAPITAL INC COM (UT),CIK0001414767
NTCT,NETSCOUT SYSTEMS INC,CIK0001078075
NBW,NEUBERGER BERMAN CALIF MUNI FD,CIK0001178840
NBH,NEUBERGER BERMAN MUNI FD INC,CIK0001178839
NBIX,NEUROCRINE BIOSCIENCES INC,CIK0000914475
NHS,NEUBERGER BERMAN HIGH YID STRA,CIK0001487610
NPCE,NEUROPACE INC COM (DE),CIK0001528287
NML,NEUBERGER BERMAN MLP AND ENERG,CIK0001562051
NMTC,NEUROONE MED TECHNOLOGIES CORP,CIK0001500198
NRBO,NEUROBO PHARMACEUTICALS INC CO,CIK0001638287
GBR,NEW CONCEPT ENERGY INC (DE),CIK0000105744
NEN,NEW ENGLAND RLTY L.P. DEP RECP,CIK0000746514
NFE,NEW FORTRESS ENERGY INC. CLASS,CIK0001749723
NGD,NEW GOLD INC,CIK0000800166
IRL,"THE NEW IRELAND FUND, INC.",CIK0000858707
EDU,NEW ORIENTAL EDUCATION & TECH ,CIK0001372920
NPAB,NEW PROVIDENCE ACQUISITION COR,CIK0001837929
NYCB,NEW YORK COMM BANCORP INC,CIK0000910073
NYMTN,NEW YORK MTG TR INC RED PFD SE,CIK0001273685
NBST,NEWBURY STR ACQUISITION CORP C,CIK0001831978
NWL,NEWELL BRANDS INC,CIK0000814453
NEWH,NEWHYDROGEN INC,CIK0001371128
NLCP,NEWLAKE CAP PARTNERS INC,CIK0001854964
NMRK,NEWMARK GROUP INC CL A COM,CIK0001690680
NEWT,NEWTEKONE INC COM NEW,CIK0001587987
NEX,NEXTIER OILFIELD SOLUTIONS INC,CIK0001688476
NXST,"NEXSTAR MEDIA GROUP, INC. COMM",CIK0001142417
NEE,NEXTERA ENERGY INC COM,CIK0000753308
NXE,NEXGEN ENERGY LTD COM (CDA),CIK0001698535
NXRT,NEXPOINT RESIDENTIAL TRUST INC,CIK0001620393
NEXT,NEXTDECADE CORP,CIK0001612720
NXGN,NEXTGEN HEALTHCARE INC SHS,CIK0000708818
NXGL,NEXGEL INC COM (DE),CIK0001468929
NXTP,NEXTPLAY TECHNOLOGIES INC COM ,CIK0001372183
NXL,NEXALIN TECHNOLOGY INC COM NEW,CIK0001527352
NEXCF,NEXTECH AR SOLUTIONS CORP NEW ,CIK0001737270
KIND,"NEXTDOOR HOLDINGS, INC. CL A",CIK0001846069
NN,NEXTNAV INC COM (DE),CIK0001865631
NNAVW,NEXTNAV INC WT EXP,CIK0001865631
NICE,NICE LTD SPONSORED ADR,CIK0001003935
NICK,NICHOLAS FINL INC (F),CIK0001000045
NIC,NICOLET BANKSHARES INC COM (WI,CIK0001174850
NKE,NIKE INC CL-B,CIK0000320187
NKLA,NIKOLA CORP COM,CIK0001731289
NGTF,NIGHTFOOD HLDGS INC,CIK0001593001
JFU,9F INC SPONSORED ADS NEW (CYM),CIK0001619544
MASS,908 DEVICES INC,CIK0001555279
NI,NISOURCE INC (HOLDING CO),CIK0001111711
NIU,NIU TECHNOLOGIES ADR (CYM),CIK0001744781
NOAH,NOAH HLDGS LTD SPON ADS (CYM)(,CIK0001499543
NOK,NOKIA CORP ADS (REP 1 SHARE),CIK0000924613
NNUP,NOCOPI TECHNOLOGIES INC MD COM,CIK0000888981
NOGN,NOGIN INC COM NEW,CIK0001841800
NMR,NOMURA HLDGS ADS ( 1 SH COM),CIK0001163653
JWN,NORDSTROM,CIK0000072333
NOA,NORTH AMERN CONSTR GROUP LTD C,CIK0001368519
NAK,NORTHERN DYNASTY MINERALS LTD ,CIK0001164771
SECT,NORTHERN LTS FD TR IV,CIK0000925661
NOG,"NORTHERN OIL AND GAS, INC. COM",CIK0001104485
NTRS,NORTHERN TRUST CORP,CIK0000073124
NTRSO,NORTHERN TR CORP DEP SHS REPST,CIK0000073124
NFBK,NORTHFIELD BANCORP INC,CIK0001493225
NVACR,NORTHVIEW ACQUISITION CORP RT ,CIK0001859807
MNSO,MINISO GROUP HLDG LTD SPONSORE,CIK0001815846
NOVT,NOVANTA INC COM,CIK0001076930
NVAX,NOVAVAX INC COM NEW (DE),CIK0001000694
XSNX,NOVACCESS GLOBAL INC,CIK0001039466
NVX,NOVONIX LTD SPONSORED ADS (AUS,CIK0001859795
NVOS,NOVO INTEGRATED SCIENCES INC,CIK0001138978
NUS,NU SKIN ENTERPRISES INC CL-A,CIK0001021561
NCNA,NUCANA PLC SPONSORED ADR RPST ,CIK0001709626
NTNX,NUTANIX INC,CIK0001618732
JRO,NUVEEN FLOATING RATE INCOME OP,CIK0001289213
BXMX,NUVEEN S&P 500 BUY-WRITE INCOM,CIK0001298699
NMI,NUVEEN MUNICIPAL INCOME FUND,CIK0000830271
NPV,NUVEEN VA QUALITY MUN INCOME F,CIK0000897421
NRK,NUVEEN NEW YORK AMT-FREE QUALI,CIK0001195739
NVDA,NVIDIA CORP,CIK0001045810
NAD,NUVEEN QUALITY MUNICIPAL INCOM,CIK0001083839
NAC,NUVEEN CALIFORNIA QUALITY MUNI,CIK0001074952
NMCO,NUVEEN MUN CR OPPORTUNITIES FD,CIK0001774342
NSL,NUVEEN SR INCOME FD SBI,CIK0001093428
NMZ,NUVEEN MUNICIPAL HIGH INCOME O,CIK0001266585
NXJ,NUVEEN NEW JERSEY QUALITY MUN ,CIK0001087786
QQQX,NUVEEN NASDAQ 100 DYNAMIC OVER,CIK0001608741
NZF,NUVEEN MUN CR INCOME FD COM (M,CIK0001137887
NUVL,NUVALENT INC CL A (DE),CIK0001861560
JRS,NUVEEN REAL ESTATE INCOME FD,CIK0001158289
NVG,NUVEEN AMT-FREE MUN CR INCOME ,CIK0001090116
JPC,NUVEEN PFD & INC OPPORTUNITIES,CIK0001216583
JQC,NUVEEN CREDIT STRATEGIES INCOM,CIK0001227476
NUZE,NUZEE INC COM PAR $0.00001(NV),CIK0001527613
JLS,NUVEEN MORTGAGE AND INCOME FUN,CIK0001472215
NBB,NUVEEN TAXABLE MUNICIPAL INCOM,CIK0001478888
JRI,NUVEEN REAL ASSET INCOME &,CIK0001539337
JPI,NUVEEN PFD & INCOME TERM FD,CIK0001547994
JMM,NUVEEN MULTI-MKT INCOME FD COM,CIK0000838131
NVEI,NUVEI CORP COM (CANADA),CIK0001765159
JHAA,NUVEEN CORPORATE INCOME 2023 T,CIK0001753217
SMR,NUSCALE PWR CORP,CIK0001822966
NUTX,NUTEX HEALTH INC COM,CIK0001479681
NDMO,NUVEEN DYNAMIC MUNICIPAL OPPOR,CIK0001793129
NVVE,NUVVE HOLDING CORP. COM,CIK0001836875
NPCT,NUVEEN CORE PLUS IMPACT FD COM,CIK0001835068
NUVB,NUVATION BIO INC CL A (DE),CIK0001811063
NVCT,NUVECTIS PHARMA INC,CIK0001875558
NTRBW,NUTRIBAND INC WT EXP,CIK0001676047
NUV,NUVEEN MUNICIPAL VALUE FUND,CIK0000812801
OSIS,OSI SYSTEMS INC COM STK (DE),CIK0001039065
OPBK,OP BANCORP COM,CIK0001722010
OCCIO,OFS CR CO INC PFD STK SER C 6.,CIK0001716951
NUWE,NUWELLIS INC COM NEW(DE),CIK0001506492
OSH,"OAK STREET HEALTH, INC. (DE)",CIK0001564406
OBE,OBSIDIAN ENERGY LTD COM NEW (C,CIK0001334388
OXY,OCCIDENTAL PETROLEUM CORP,CIK0000797468
OCUL,OCULAR THERAPEUTIX INC COM,CIK0001393434
OCGN,OCUGEN INC COM,CIK0001372299
OCUP,OCUPHIRE PHARMA INC COM,CIK0001228627
OMEX,ODYSSEY MARINE EXPL INC COM NE,CIK0000798528
ODYY,ODYSSEY GROUP INTL I,CIK0001626644
OPI,OFFICE PPTYS INCOME TR COM SHS,CIK0001456772
OPAD,OFFERPAD SOLUTIONS INC CL A (D,CIK0001825024
OIS,OIL STATES INTL INC,CIK0001121484
OKYO,OKYO PHARMA LTD SPONSORED ADR ,CIK0001849296
OLPX,OLAPLEX HLDGS INC COM,CIK0001868726
ONBPP,OLD NATL BANCORP IND,CIK0000707179
ONBPO,OLD NATL BANCORP IND NEW DEPO ,CIK0000707179
ONB,OLD NATL BANCORP (IND),CIK0000707179
ORI,OLD REPUBLIC INTL CORP,CIK0000074260
OLMA,OLEMA PHARMACEUTICALS INC COM ,CIK0001750284
OLN,OLIN CORP NEW,CIK0000074303
OLK,OLINK HLDG AB SPONSORED ADS (S,CIK0001835539
OLO,OLO INC CL A,CIK0001431695
ZEUS,OLYMPIC STEEL INC,CIK0000917470
OHI,OMEGA HEALTHCARE INVESTORS INC,CIK0000888491
OFLX,OMEGA FLEX INC COM,CIK0001317945
OMCL,OMNICELL INC,CIK0000926326
OMER,OMEROS CORPORATION COM STK,CIK0001285819
ONTX,ONCONOVA THERAPEUTICS INC COM ,CIK0001130598
ONDS,ONDAS HLDGS INC,CIK0001646188
ONCT,ONCTERNAL THERAPEUTICS INC COM,CIK0001260990
ONCR,ONCORUS INC,CIK0001671818
TOI,"THE ONCOLOGY INSTITUTE, INC. C",CIK0001799191
YI,111 INC ADS (CYM),CIK0001738906
ONEW,ONEWATER MARINE INC CL AL (DE),CIK0001772921
OTRK,ONTRAK INC,CIK0001136174
ONTF,ON24 INC COM,CIK0001110611
OPEN,OPENDOOR TECHNOLOGIES INC,CIK0001801169
OPGN,OPGEN INC COM PAR $0.01(DE),CIK0001293818
OPRT,OPORTUN FINL CORP COM,CIK0001538716
OPFI,OPPFI INC COM,CIK0001818502
OPT,OPTHEA LTD SPONSORED ADR NEW (,CIK0001815620
ORCL,ORACLE CORPORATION,CIK0001341439
ORMP,ORAMED PHARMACEUTICALS INC. NE,CIK0001176309
OPCH,OPTION CARE HEALTH INC COM NEW,CIK0001014739
OBT,"ORANGE COUNTY BANCORP, INC. CO",CIK0001754226
NXPLW,NEXTPLAT CORP WARRANTS,CIK0001058307
OIG,ORBITAL INFRASTRUCTURE GROUP I,CIK0001108967
ORTX,ORCHARD THERAPEUTICS PLC ADS N,CIK0001748907
ORC,ORCHID ISLAND CAPITAL INC COM ,CIK0001518621
ORGS,ORGENESIS INC,CIK0001460602
OBNK,"ORIGIN BANCORP, INC. COMMON ST",CIK0001516912
ORGN,ORIGIN MATLS INC (DE),CIK0001802457
BARK,BARK INC COM,CIK0001819574
OESX,ORION ENERGY SYSTEMS INC COM S,CIK0001409375
ORRF,ORRSTOWN FINL SVCS INC,CIK0000826154
OFIX,ORTHOFIX MED INC,CIK0000884624
