SYMBOL,DESCRIPTION,ticker,cik,TICKER,CIK
ONCT,ONCTERNAL THERAPEUTICS INC COM,ONCT,CIK0001260990,ONCT,CIK0001260990
ONCR,ONCORUS INC,ONCR,CIK0001671818,ONCR,CIK0001671818
TOI,"THE ONCOLOGY INSTITUTE, INC. C",TOI,CIK0001799191,TOI,CIK0001799191
YI,111 INC ADS (CYM),YI,CIK0001738906,YI,CIK0001738906
ONEW,ONEWATER MARINE INC CL AL (DE),ONEW,CIK0001772921,ONEW,CIK0001772921
OTRK,ONTRAK INC,OTRK,CIK0001136174,OTRK,CIK0001136174
ONTF,ON24 INC COM,ONTF,CIK0001110611,ONTF,CIK0001110611
OPEN,OPENDOOR TECHNOLOGIES INC,OPEN,CIK0001801169,OPEN,CIK0001801169
OPGN,OPGEN INC COM PAR $0.01(DE),OPGN,CIK0001293818,OPGN,CIK0001293818
OPRT,OPORTUN FINL CORP COM,OPRT,CIK0001538716,OPRT,CIK0001538716
OPFI,OPPFI INC COM,OPFI,CIK0001818502,OPFI,CIK0001818502
OPT,OPTHEA LTD SPONSORED ADR NEW (,OPT,CIK0001815620,OPT,CIK0001815620
ORCL,ORACLE CORPORATION,ORCL,CIK0001341439,ORCL,CIK0001341439
ORMP,ORAMED PHARMACEUTICALS INC. NE,ORMP,CIK0001176309,ORMP,CIK0001176309
OPCH,OPTION CARE HEALTH INC COM NEW,OPCH,CIK0001014739,OPCH,CIK0001014739
OBT,"ORANGE COUNTY BANCORP, INC. CO",OBT,CIK0001754226,OBT,CIK0001754226
NXPLW,NEXTPLAT CORP WARRANTS,NXPLW,CIK0001058307,NXPLW,CIK0001058307
OIG,ORBITAL INFRASTRUCTURE GROUP I,OIG,CIK0001108967,OIG,CIK0001108967
ORTX,ORCHARD THERAPEUTICS PLC ADS N,ORTX,CIK0001748907,ORTX,CIK0001748907
ORC,ORCHID ISLAND CAPITAL INC COM ,ORC,CIK0001518621,ORC,CIK0001518621
ORGS,ORGENESIS INC,ORGS,CIK0001460602,ORGS,CIK0001460602
OBNK,"ORIGIN BANCORP, INC. COMMON ST",OBNK,CIK0001516912,OBNK,CIK0001516912
ORGN,ORIGIN MATLS INC (DE),ORGN,CIK0001802457,ORGN,CIK0001802457
BARK,BARK INC COM,BARK,CIK0001819574,BARK,CIK0001819574
OESX,ORION ENERGY SYSTEMS INC COM S,OESX,CIK0001409375,OESX,CIK0001409375
ORRF,ORRSTOWN FINL SVCS INC,ORRF,CIK0000826154,ORRF,CIK0000826154
OFIX,ORTHOFIX MED INC,OFIX,CIK0000884624,OFIX,CIK0000884624
OSCR,OSCAR HEALTH INC CL A,OSCR,CIK0001568651,OSCR,CIK0001568651
ODV,OSISKO DEV CORP COM NEW(CAN),ODV,CIK0001431852,ODV,CIK0001431852
OUST,OUSTER INC CLASS A (DE),OUST,CIK0001816581,OUST,CIK0001816581
OTLK,OUTLOOK THERAPEUTICS INC COM N,OTLK,CIK0001649989,OTLK,CIK0001649989
OM,OUTSET MED INC,OM,CIK0001484612,OM,CIK0001484612
OSG,OVERSEAS SHIPHOLDING GROUP INC,OSG,CIK0000075208,OSG,CIK0000075208
OC,OWENS CORNING INC COM STK NEW ,OC,CIK0001370946,OC,CIK0001370946
OWLT,OWLET INC,OWLT,CIK0001816708,OWLT,CIK0001816708
ORCC,OWL ROCK CAP CORP COM (MD),ORCC,CIK0001655888,ORCC,CIK0001655888
OXM,OXFORD INDUSTRIES INC,OXM,CIK0000075288,OXM,CIK0000075288
OXLCP,OXFORD LANE CAP CORP PFD SER 2,OXLCP,CIK0001495222,OXLCP,CIK0001495222
OXLCO,OXFORD LANE CAP CORP,OXLCO,CIK0001495222,OXLCO,CIK0001495222
OXSQ,OXFORD SQUARE CAPITAL CORP COM,OXSQ,CIK0001259429,OXSQ,CIK0001259429
OXSQL,OXFORD SQUARE CAPITAL CORP NT ,OXSQL,CIK0001259429,OXSQL,CIK0001259429
PCB,PCB BANCORP COM,PCB,CIK0001423869,PCB,CIK0001423869
PCM,"PCM FUND, INC",PCM,CIK0000908187,PCM,CIK0000908187
PCGU,PG&E CORP EQUITY UNIT,PCGU,CIK0001004980,PCGU,CIK0001004980
PGTI,"PGT, INC.",PGTI,CIK0001354327,PGTI,CIK0001354327
PHI,PLDT INC SPONSORED ADR (PHL),PHI,CIK0000078150,PHI,CIK0000078150
ISD,"PGIM HIGH YIELD BOND FUND, INC",ISD,CIK0001534880,ISD,CIK0001534880
GHY,"PGIM GLOBAL HIGH YIELD FUND, I",GHY,CIK0001554697,GHY,CIK0001554697
NRGX,PIMCO ENERGY & TACTICAL CR OPP,NRGX,CIK0001756908,NRGX,CIK0001756908
PKX,POSCO HOLDINGS INC SPON ADR RE,PKX,CIK0000889132,PKX,CIK0000889132
PPL,PPL CORPORATION,PPL,CIK0000922224,PPL,CIK0000922224
PRAA,"PRA GROUP, INC COM STK",PRAA,CIK0001185348,PRAA,CIK0001185348
PDO,PIMCO DYNAMIC INCOME,PDO,CIK0001798618,PDO,CIK0001798618
PTCT,PTC THERAPEUTICS INC COM STK (,PTCT,CIK0001070081,PTCT,CIK0001070081
PPERY,PT BANK MANDIRI PERSERO TBK UN,PPERY,CIK0001461748,PPERY,CIK0001461748
PTAIY,Pt Astra International TBK Uns,PTAIY,CIK0001455967,PTAIY,CIK0001455967
PBCRY,PT BANK CENTRAL ASIA TBK UNSPO,PBCRY,CIK0001463157,PBCRY,CIK0001463157
PTC,PTC INC COM STK,PTC,CIK0000857005,PTC,CIK0000857005
PCAR,PACCAR INC,PCAR,CIK0000075362,PCAR,CIK0000075362
PSYC,PSYC CORP COM,PSYC,CIK0001771077,PSYC,CIK0001771077
PACB,PACIFIC BIOSCIENCES OF CALIFOR,PACB,CIK0001299130,PACB,CIK0001299130
PKG,PACKAGING CORP OF AMERICA,PKG,CIK0000075677,PKG,CIK0000075677
PACW,PACWEST BANCORP COMMON STK,PACW,CIK0001102112,PACW,CIK0001102112
PACWP,PACWEST BANCORP DEL DEP SHS RE,PACWP,CIK0001102112,PACWP,CIK0001102112
PD,PAGERDUTY INC COM,PD,CIK0001568100,PD,CIK0001568100
PALT,PALTALK INC COM,PALT,CIK0001355839,PALT,CIK0001355839
PAM,PAMPA ENERGIA S.A. (AR),PAM,CIK0001469395,PAM,CIK0001469395
PAAS,PAN AMERICAN SILVER CORP,PAAS,CIK0000771992,PAAS,CIK0000771992
PLSH,PANACEA LIFE SCIENCES,PLSH,CIK0001552189,PLSH,CIK0001552189
PCRFY,PANASONIC HOLDINGS CORP. AMER.,PCRFY,CIK0000063271,PCRFY,CIK0000063271
PBLA,PANBELA THERAPEUTICS INC NEW C,PBLA,CIK0001029125,PBLA,CIK0001029125
PPYA,PAPAYA GROWTH OPPORTUNITY CORP,PPYA,CIK0001894057,PPYA,CIK0001894057
PPYAW,PAPAYA GROWTH OPPORTUNITY CORP,PPYAW,CIK0001894057,PPYAW,CIK0001894057
FNA,PARAGON 28 INC COM (DE),FNA,CIK0001531978,FNA,CIK0001531978
PZG,PARAMOUNT GOLD NEV CORP COM,PZG,CIK0001629210,PZG,CIK0001629210
PRTK,"PARATEK PHARMACEUTICAL, INC CO",PRTK,CIK0001178711,PRTK,CIK0001178711
PRDS,PARDES BIOSCIENCES INC,PRDS,CIK0001822711,PRDS,CIK0001822711
PCYG,"Park City Group, Inc. New Comm",PCYG,CIK0000050471,PCYG,CIK0000050471
PRK,PARK NATIONAL CORP,PRK,CIK0000805676,PRK,CIK0000805676
PKBK,"PARKE BANCORP, INC.",PKBK,CIK0001315399,PKBK,CIK0001315399
PH,PARKER-HANNIFIN CORP,PH,CIK0000076334,PH,CIK0000076334
PRKR,PARKERVISION INC COM STK NEW (,PRKR,CIK0000914139,PRKR,CIK0000914139
ID,PARTS ID INC CL A,ID,CIK0001698113,ID,CIK0001698113
PATK,PATRICK INDUSTRIES INC,PATK,CIK0000076605,PATK,CIK0000076605
PAVM,PAVMED INC COM,PAVM,CIK0001624326,PAVM,CIK0001624326
PXMD,PAXMEDICA INC COM (DE),PXMD,CIK0001811623,PXMD,CIK0001811623
PYCR,PAYCOR HCM INC,PYCR,CIK0001839439,PYCR,CIK0001839439
PAY,PAYMENTUS HLDGS INC COM CL A,PAY,CIK0001841156,PAY,CIK0001841156
PYPL,PAYPAL HLDGS INC COM,PYPL,CIK0001633917,PYPL,CIK0001633917
PAYO,PAYONEER GLOBAL INC,PAYO,CIK0001845815,PAYO,CIK0001845815
BTU,PEABODY ENERGY CORP NEW COM PA,BTU,CIK0001064728,BTU,CIK0001064728
PSO,PEARSON PLC ADR(RP 1ORD25PEN) ,PSO,CIK0000938323,PSO,CIK0000938323
PED,PEDEVCO CORP COM PAR .20,PED,CIK0001141197,PED,CIK0001141197
PEGA,PEGASYSTEMS INC,PEGA,CIK0001013857,PEGA,CIK0001013857
PTON,PELOTON INTERACTIVE INC CL A C,PTON,CIK0001639825,PTON,CIK0001639825
PBA,PEMBINA PIPELINE COR ORD SHS (,PBA,CIK0001546066,PBA,CIK0001546066
PMT,PENNYMAC MTG INVT TR COM,PMT,CIK0001464423,PMT,CIK0001464423
PAG,"PENSKE AUTOMOTIVE GROUP, INC. ",PAG,CIK0001019849,PAG,CIK0001019849
PEBO,PEOPLES BANCORP INC,PEBO,CIK0000318300,PEBO,CIK0000318300
PEPG,PEPGEN INC COM(DE),PEPG,CIK0001835597,PEPG,CIK0001835597
PRDO,PERDOCEO ED CORP,PRDO,CIK0001046568,PRDO,CIK0001046568
PFGC,PERFORMANCE FOOD GROUP CO COM ,PFGC,CIK0001618673,PFGC,CIK0001618673
PDPG,PERFORMANCE DRINK GR,PDPG,CIK0001902930,PDPG,CIK0001902930
PESI,PERMA-FIX ENVIRONMNTL SVCS INC,PESI,CIK0000891532,PESI,CIK0000891532
OILCF,PERMEX PETE CORP COM NEW (CAN),OILCF,CIK0001922639,OILCF,CIK0001922639
PBT,PERMIAN BASIN RTY TR UNIT BEN ,PBT,CIK0000319654,PBT,CIK0000319654
PR,PERMIAN RES CORP CL A (DE),PR,CIK0001658566,PR,CIK0001658566
PVL,PERMIANVILLE RTY TR TR UNIT (D,PVL,CIK0001520048,PVL,CIK0001520048
PRT,PERMROCK RTY TR TR UNIT,PRT,CIK0001724009,PRT,CIK0001724009
TLK,PERUSAHAAN PERSEROAN TELE 1 AD,TLK,CIK0001001807,TLK,CIK0001001807
WOOF,PETCO HEALTH & WELLNESS CO INC,WOOF,CIK0001826470,WOOF,CIK0001826470
PETS,PETMED EXPRESS INC,PETS,CIK0001040130,PETS,CIK0001040130
PFE,PFIZER INC;COM USD0.05,PFE,CIK0000078003,PFE,CIK0000078003
PFSW,"PFSWEB, INC COM STK",PFSW,CIK0001095315,PFSW,CIK0001095315
PHAR,PHARMING GROUP N V ADR (NLD),PHAR,CIK0001828316,PHAR,CIK0001828316
PHAT,PHATHOM PHARMACEUTICALS INC CO,PHAT,CIK0001783183,PHAT,CIK0001783183
PECO,PHILLIPS EDISON & CO INC COM N,PECO,CIK0001476204,PECO,CIK0001476204
PBAXW,PHOENIX BIOTECH ACQUISITION CO,PBAXW,CIK0001870404,PBAXW,CIK0001870404
PHUN,PHUNWARE INC COM,PHUN,CIK0001665300,PHUN,CIK0001665300
PDM,"PIEDMONT OFFICE REALTY TRUST, ",PDM,CIK0001042776,PDM,CIK0001042776
PPC,PILGRIMS PRIDE CORP NEW COM ST,PPC,CIK0000802481,PPC,CIK0000802481
PCK,PIMCO CALIF MUNI INCOME FD II ,PCK,CIK0001170300,PCK,CIK0001170300
PCQ,PIMCO CAL MUNI INC,PCQ,CIK0001140411,PCQ,CIK0001140411
PMF,PIMCO MUNICIPAL INC FD,PMF,CIK0001140392,PMF,CIK0001140392
PCN,PIMCO CORPORATE INCOME STRATEG,PCN,CIK0001160990,PCN,CIK0001160990
RCS,PIMCO STRATEGIC GLOBAL INCOME ,RCS,CIK0000916183,RCS,CIK0000916183
PMX,PIMCO MUNICIPAL INCOME FUND II,PMX,CIK0001181506,PMX,CIK0001181506
PYN,PIMCO NEW YORK MUNICIPAL INCOM,PYN,CIK0001181505,PYN,CIK0001181505
PFL,PIMCO INCOME STRATEGY FD COMMO,PFL,CIK0001244183,PFL,CIK0001244183
PDI,PIMCO DYNAMIC INCOME FD,PDI,CIK0001510599,PDI,CIK0001510599
PDD,PDD HOLDINGS INC. AMERICAN DEP,PDD,CIK0001737806,PDD,CIK0001737806
PEGY,PINEAPPLE ENERGY INC COM,PEGY,CIK0000022701,PEGY,CIK0000022701
PNFP,PINNACLE FINANCIAL PTNRS INC,PNFP,CIK0001115055,PNFP,CIK0001115055
PNFPP,PINNACLE FINL PART INC DEP SH ,PNFPP,CIK0001115055,PNFPP,CIK0001115055
PT,PINTEC TECHNOLOGY HLDGS LTD SP,PT,CIK0001716338,PT,CIK0001716338
PHT,"PIONEER HIGH INCOME FUND, INC.",PHT,CIK0001166258,PHT,CIK0001166258
PHD,"PIONEER FLOATING RATE FUND, IN",PHD,CIK0001305767,PHD,CIK0001305767
MHI,PIONEER MUNICIPAL HIGH INCOME ,MHI,CIK0001223026,MHI,CIK0001223026
PPSI,"PIONEER POWER SOLUTIONS, INC. ",PPSI,CIK0001449792,PPSI,CIK0001449792
PBI,PITNEY-BOWES INC,PBI,CIK0000078814,PBI,CIK0000078814
PL,PLANET LABS PBC COM CL A,PL,CIK0001836833,PL,CIK0001836833
PLNHF,PLANET 13 HLDGS INC COM (CANAD,PLNHF,CIK0001813452,PLNHF,CIK0001813452
PLBY,"PLBY GROUP, INC. COM STK",PLBY,CIK0001803914,PLBY,CIK0001803914
MYPS,PLAYSTUDIOS INC CL A (DE),MYPS,CIK0001823878,MYPS,CIK0001823878
PLTK,PLAYTIKA HLDG CORP COM,PLTK,CIK0001828016,PLTK,CIK0001828016
PLBC,PLUMAS BANCORP,PLBC,CIK0001168455,PLBC,CIK0001168455
PSTV,PLUS THERAPEUTICS INC COM NEW ,PSTV,CIK0001095981,PSTV,CIK0001095981
PLUR,PLURI INC COM (NV),PLUR,CIK0001158780,PLUR,CIK0001158780
POLA,POLAR PWR INC. COM,POLA,CIK0001622345,POLA,CIK0001622345
PSNY,POLESTAR AUTOMOTIVE HLDG UK PL,PSNY,CIK0001884082,PSNY,CIK0001884082
PLM,POLYMET MINING CORP (F),PLM,CIK0000866028,PLM,CIK0000866028
BPOPM,"POPULAR, INC. POPULAR CAP TR I",BPOPM,CIK0000763901,BPOPM,CIK0000763901
PTLO,PORTILLOS INC CL A COM,PTLO,CIK0001871509,PTLO,CIK0001871509
PSTX,POSEIDA THERAPEUTICS INC,PSTX,CIK0001661460,PSTX,CIK0001661460
PBPB,POTBELLY CORP COM STK,PBPB,CIK0001195734,PBPB,CIK0001195734
PCH,POTLATCHDELTIC CORPORATION COM,PCH,CIK0001338749,PCH,CIK0001338749
PSIX,"POWER SOLUTIONS INTERNATIONAL,",PSIX,CIK0001137091,PSIX,CIK0001137091
PW,POWER REIT COM SHS OF BENEFICI,PW,CIK0001532619,PW,CIK0001532619
PWSC,POWERSCHOOL HLDGS INC CL A COM,PWSC,CIK0001835681,PWSC,CIK0001835681
PRAX,PRAXIS PRECISION MEDICINES INC,PRAX,CIK0001689548,PRAX,CIK0001689548
PMEDF,PREDICTMEDIX INC (CANADA),PMEDF,CIK0001868079,PMEDF,CIK0001868079
PRLD,PRELUDE THERAPEUTICS INC,PRLD,CIK0001678660,PRLD,CIK0001678660
TROW,T-ROWE PRICE GROUP INC,TROW,CIK0001113169,TROW,CIK0001113169
PRI,"PRIMERICA, INC COM",PRI,CIK0001475922,PRI,CIK0001475922
FRST,PRIMIS FINL CORP COM (VA),FRST,CIK0001325670,FRST,CIK0001325670
PNACW,PRIME NO ACQUISITION I CORP WT,PNACW,CIK0001858180,PNACW,CIK0001858180
PG,PROCTER & GAMBLE;COM NPV,PG,CIK0000080424,PG,CIK0000080424
PCSA,PROCESSA PHARMACEUTICALS INC C,PCSA,CIK0001533743,PCSA,CIK0001533743
PMGMW,PRIVETERRA ACQUISITION CORP RE,PMGMW,CIK0001837607,PMGMW,CIK0001837607
PRCT,PROCEPT BIOROBOTICS CORP COM,PRCT,CIK0001588978,PRCT,CIK0001588978
PRVA,PRIVIA HEALTH GROUP INC,PRVA,CIK0001759655,PRVA,CIK0001759655
IPDN,PROFESSIONAL DIVERSITY NETWORK,IPDN,CIK0001546296,IPDN,CIK0001546296
PFIE,"PROFIRE ENERGY, INC. COM STK (",PFIE,CIK0001289636,PFIE,CIK0001289636
PROF,PROFOUND MED CORP COM NEW (CAN,PROF,CIK0001628808,PROF,CIK0001628808
BIOR,BIORA THERAPEUTICS INC COM NEW,BIOR,CIK0001580063,BIOR,CIK0001580063
PRGS,PROGRESS SOFTWARE CORP (DE),PRGS,CIK0000876167,PRGS,CIK0000876167
PGR,PROGRESSIVE CORP,PGR,CIK0000080661,PGR,CIK0000080661
PLD,"PROLOGIS, INC COM",PLD,CIK0001045609,PLD,CIK0001045609
PPCB,PROPANC BIOPHARMA INC COM PAR ,PPCB,CIK0001517681,PPCB,CIK0001517681
PUMP,PROPETRO HOLDING CORP.,PUMP,CIK0001680247,PUMP,CIK0001680247
VIXM,PROSHARES TR II VIX MID-TERM F,VIXM,CIK0001415311,VIXM,CIK0001415311
GLL,PROSHARES ULTRASHORT GOLD NEW ,GLL,CIK0001415311,GLL,CIK0001415311
YCS,PROSHARES TR 11 PROSHARES ULTR,YCS,CIK0001415311,YCS,CIK0001415311
SCO,PROSHARES TR II ULTRASHORT BLO,SCO,CIK0001415311,SCO,CIK0001415311
KOLD,PROSHARES TR II ULTRASHORT BLO,KOLD,CIK0001415311,KOLD,CIK0001415311
UVXY,PROSHARES TR II,UVXY,CIK0001415311,UVXY,CIK0001415311
ZSL,PROSHARES TR II ULTRASHORT SIL,ZSL,CIK0001415311,ZSL,CIK0001415311
VIXY,PROSHARES TR II VIX SHORT TERM,VIXY,CIK0001415311,VIXY,CIK0001415311
UCO,PROSHARES ULTRA BLOOMBERG CRUD,UCO,CIK0001415311,UCO,CIK0001415311
PSEC,PROSPECT CAPITAL CORP COM STK ,PSEC,CIK0001287032,PSEC,CIK0001287032
PLX,PROTALIX BIOTHERAPEUTICS INC C,PLX,CIK0001006281,PLX,CIK0001006281
MAPPF,PROSTAR HLDGS INC CDA COM (CAN,MAPPF,CIK0001493130,MAPPF,CIK0001493130
PTIX,PROTAGENIC THERAPEUTICS INC CO,PTIX,CIK0001022899,PTIX,CIK0001022899
PTGX,PROTAGONIST THERAPEUTICS INC C,PTGX,CIK0001377121,PTGX,CIK0001377121
PRLB,PROTO LABS INC COM STK (MN),PRLB,CIK0001443669,PRLB,CIK0001443669
PTRA,PROTERRA INC COM (DE),PTRA,CIK0001820630,PTRA,CIK0001820630
PVBC,PROVIDENT BANCORP INC COM STK ,PVBC,CIK0001778784,PVBC,CIK0001778784
PFS,PROVIDENT FINANCIAL SERVICES I,PFS,CIK0001178970,PFS,CIK0001178970
PRS,PRUDENTIAL FINL INC 5.625% JR ,PRS,CIK0001137774,PRS,CIK0001137774
PUK,PRUDENTIAL PLC ADS (REP 2 ORD),PUK,CIK0001116578,PUK,CIK0001116578
PIII,P3 HEALTH PARTNERS INC CL A (D,PIII,CIK0001832511,PIII,CIK0001832511
PIIIW,P3 HEALTH PARTNERS INC WT EXP ,PIIIW,CIK0001832511,PIIIW,CIK0001832511
PSA,PUBLIC STORAGE (MARYLAND),PSA,CIK0001393311,PSA,CIK0001393311
PUBM,PUBMATIC INC CL A COM,PUBM,CIK0001422930,PUBM,CIK0001422930
PBYI,PUMA BIOTECHNOLOGY INC COMMON ,PBYI,CIK0001401667,PBYI,CIK0001401667
PCT,PURECYCLE TECHNOLOGIES INC,PCT,CIK0001830033,PCT,CIK0001830033
PRTC,PURETECH HEALTH PLC ADS (GBR) ,PRTC,CIK0001782999,PRTC,CIK0001782999
PPBT,PURPLE BIOTECH LTD SPONSORED A,PPBT,CIK0001614744,PPBT,CIK0001614744
PRPL,PURPLE INNOVATION INC COM (UT),PRPL,CIK0001643953,PRPL,CIK0001643953
PIM,PUTNAM MASTER INTERMED.INCM TR,PIM,CIK0000830622,PIM,CIK0000830622
QVCC,QVC INC SR SECD NT DTD11/26/19,QVCC,CIK0001254699,QVCC,CIK0001254699
QCRH,QCR HOLDINGS INC,QCRH,CIK0000906465,QCRH,CIK0000906465
PYXS,PYXIS ONCOLOGY INC COM,PYXS,CIK0001782223,PYXS,CIK0001782223
PYR,PYROGENESIS CDA INC COM(CAN),PYR,CIK0001743344,PYR,CIK0001743344
QTWO,Q2 HLDGS INC COM STK (DE),QTWO,CIK0001410384,QTWO,CIK0001410384
QLYS,QUALYS INC COM STK (DE),QLYS,CIK0001107843,QLYS,CIK0001107843
QOEG,QUALITY ONLINE ED GROUP INC CO,QOEG,CIK0001439237,QOEG,CIK0001439237
QTEK,QUALTEK SVCS INC CL A,QTEK,CIK0001839412,QTEK,CIK0001839412
XM,QUALTRICS INTL INC CL A,XM,CIK0001747748,XM,CIK0001747748
QREE,QUANTUM ENERGY INC NEW,QREE,CIK0001295961,QREE,CIK0001295961
QSI,QUANTUM-SI INC,QSI,CIK0001816431,QSI,CIK0001816431
QTRX,QUANTERIX CORP COM,QTRX,CIK0001503274,QTRX,CIK0001503274
QUBT,QUANTUM COMPUTING INC COM,QUBT,CIK0001758009,QUBT,CIK0001758009
QS,QUANTUMSCAPE CORP COM CL A (DE,QS,CIK0001811414,QS,CIK0001811414
QD,QUDIAN INC ADR (CYM),QD,CIK0001692705,QD,CIK0001692705
DGX,QUEST DIAGNOSTICS INC.,DGX,CIK0001022079,DGX,CIK0001022079
QRHC,QUEST RESOURCE HOLDING CORPORA,QRHC,CIK0001442236,QRHC,CIK0001442236
QUOT,QUOTIENT TECHNOLOGY INC COM ST,QUOT,CIK0001115128,QUOT,CIK0001115128
CTBB,QWEST CORP NT 6.5% DUE 2058 (C,CTBB,CIK0000068622,CTBB,CIK0000068622
QRTEA,"QURATE RETAIL, INC. SERIES A C",QRTEA,CIK0001355096,QRTEA,CIK0001355096
QRTEP,QURATE RETAIL INC CUM RED PFD ,QRTEP,CIK0001355096,QRTEP,CIK0001355096
RSTN,RDE INC,RSTN,CIK0001760233,RSTN,CIK0001760233
RFACW,RF ACQUISITION CORP WT EXP 05/,RFACW,CIK0001847607,RFACW,CIK0001847607
RLI,RLI CORP,RLI,CIK0000084246,RLI,CIK0000084246
RLX,RLX TECHNOLOGY INC SPONSORED A,RLX,CIK0001828365,RLX,CIK0001828365
RPT,RPT RLTY COM SH BEN INT (MD),RPT,CIK0000842183,RPT,CIK0000842183
RWEOY,R W E AG SPONS ADR,RWEOY,CIK0000939380,RWEOY,CIK0000939380
RDAR,RAADR INC COM PAR $.001 NEW,RDAR,CIK0001384365,RDAR,CIK0001384365
RDN,RADIAN GROUP INC,RDN,CIK0000890926,RDN,CIK0000890926
RLGT,"RADIANT LOGISTICS, INC. COMMON",RLGT,CIK0001171155,RLGT,CIK0001171155
RADI,RADIUS GLOBAL INFRASTRUCTURE,RADI,CIK0001810739,RADI,CIK0001810739
RAKR,RAINMAKER WORLDWIDE INC COM,RAKR,CIK0001872292,RAKR,CIK0001872292
RMBS,RAMBUS INC (DE),RMBS,CIK0000917273,RMBS,CIK0000917273
RLYB,RALLYBIO CORP COM (DE),RLYB,CIK0001739410,RLYB,CIK0001739410
METC,RAMACO RES INC COM STK (DE),METC,CIK0001687187,METC,CIK0001687187
RPID,RAPID MICRO BIOSYSTEMS INC,RPID,CIK0001380106,RPID,CIK0001380106
RPD,RAPID7 INC COM STK (DE),RPD,CIK0001560327,RPD,CIK0001560327
RAPT,RAPT THERAPEUTICS INC COM,RAPT,CIK0001673772,RAPT,CIK0001673772
RMAX,RE/MAX HLDGS INC CLASS A COM S,RMAX,CIK0001581091,RMAX,CIK0001581091
RC,READY CAP CORP COM,RC,CIK0001527590,RC,CIK0001527590
REAX,REAL BROKERAGE INC COM NEW(CAN,REAX,CIK0001862461,REAX,CIK0001862461
RGF,REAL GOOD FOOD CO INC COM CL A,RGF,CIK0001871149,RGF,CIK0001871149
RETA,REATA PHARMACEUTICALS INC CL A,RETA,CIK0001358762,RETA,CIK0001358762
REBN,REBORN COFFEE INC COM (DE),REBN,CIK0001707910,REBN,CIK0001707910
RCRT,RECRUITER COM GROUP INC,RCRT,CIK0001462223,RCRT,CIK0001462223
RRBI,RED RIV BANCSHARES INC COM,RRBI,CIK0001071236,RRBI,CIK0001071236
RRGB,RED ROBIN GOURMET BURGERS INC ,RRGB,CIK0001171759,RRGB,CIK0001171759
RDVT,RED VIOLET INC COM,RDVT,CIK0001720116,RDVT,CIK0001720116
RDFN,REDFIN CORP COM,RDFN,CIK0001382821,RDFN,CIK0001382821
RDHL,REDHILL BIOPHARMA LTD,RDHL,CIK0001553846,RDHL,CIK0001553846
RDW,REDWIRE CORPORATION COM (DE),RDW,CIK0001819810,RDW,CIK0001819810
RWT,REDWOOD TST INC,RWT,CIK0000930236,RWT,CIK0000930236
REG,REGENCY CENTERS CORP,REG,CIK0000910606,REG,CIK0000910606
RGNX,REGENXBIO INC COM,RGNX,CIK0001590877,RGNX,CIK0001590877
RM,REGIONAL MGMT CORP COM STK (DE,RM,CIK0001519401,RM,CIK0001519401
RPMT,REGO PMT ARCHITECTUR,RPMT,CIK0001437283,RPMT,CIK0001437283
REKR,REKOR SYS INC COM (DE),REKR,CIK0001697851,REKR,CIK0001697851
RELIW,RELIANCE GLOBAL GROUP INC WT E,RELIW,CIK0001812727,RELIW,CIK0001812727
RELX,RELX PLC SPONSORED ADR (NY),RELX,CIK0000929869,RELX,CIK0000929869
RLMD,RELMADA THERAPEUTICS INC COM P,RLMD,CIK0001553643,RLMD,CIK0001553643
MARK,REMARK HLDGS INC COM STK NEW (,MARK,CIK0001368365,MARK,CIK0001368365
RELY,REMITLY GLOBAL INC COM (DE),RELY,CIK0001782170,RELY,CIK0001782170
REMYY,REMY COINTREAU S A UNSPONSORED,REMYY,CIK0001552653,REMYY,CIK0001552653
RNLX,RENALYTIX PLC ADS (GBR),RNLX,CIK0001811115,RNLX,CIK0001811115
RNXT,RENOVORX INC COM (DE),RNXT,CIK0001574094,RNXT,CIK0001574094
RENN,RENREN INC SPONSORED ADR CL A ,RENN,CIK0001509223,RENN,CIK0001509223
RGEN,REPLIGEN CORP,RGEN,CIK0000730272,RGEN,CIK0000730272
RENT,RENT THE RUNWAY INC CL A (DE) ,RENT,CIK0001468327,RENT,CIK0001468327
RBCAA,REPUBLIC BANCORP INC CL A,RBCAA,CIK0000921557,RBCAA,CIK0000921557
REPL,REPLIMUNE GROUP INC COM (DE),REPL,CIK0001737953,REPL,CIK0001737953
FRBK,REPUBLIC FIRST BANCORP INC,FRBK,CIK0000834285,FRBK,CIK0000834285
REZI,RESIDEO TECHNOLOGIES INC,REZI,CIK0001740332,REZI,CIK0001740332
RVP,RETRACTABLE TECHNOLOGIES INC. ,RVP,CIK0000946563,RVP,CIK0000946563
QSR,RESTAURANT BRANDS INTERNATIONA,QSR,CIK0001618756,QSR,CIK0001618756
REVB,REVELATION BIOSCIENCES INC COM,REVB,CIK0001810560,REVB,CIK0001810560
RVIV,REVIV3 PROCARE CO COM,RVIV,CIK0001718500,RVIV,CIK0001718500
RVMD,REVOLUTION MEDICINES INC COM S,RVMD,CIK0001628171,RVMD,CIK0001628171
RVLV,REVOLVE GROUP INC CL A,RVLV,CIK0001746618,RVLV,CIK0001746618
REXR,REXFORD INDL RLTY INC. COM,REXR,CIK0001571283,REXR,CIK0001571283
RZLT,REZOLUTE INC COM NEW (NV),RZLT,CIK0001509261,RZLT,CIK0001509261
